,HA3,HA6,HA7,HF7,HF8_01,HF8_02,HF8_03,HF8_04,HF8_05,HF8_06,HF8_07,HF8_08,HF8_09,HF8_10,HF8_11,HF8_12,HF8_13,HF8_14,HF12,HF13,HF14,HF15,HF16,HF16L,HF18
22285,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,22.0,POGORSZYŁA SIĘ
22358,WIEŚ,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,20.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,36.0,NIE ZMIENIŁA SIĘ
22364,WIEŚ,PRACOWNIKÓW,RENCISTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,TAK,TAK,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 40 I 50 PROC.,CO NAJMNIEJ ROK,25.0,POGORSZYŁA SIĘ
22366,WIEŚ,PRACOWNIKÓW,RENCISTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W EURO,30.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,24.0,NIE ZMIENIŁA SIĘ
22379,M 100-200 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,16.0,NIE ZMIENIŁA SIĘ
22431,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,50.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,15.0,POGORSZYŁA SIĘ
22453,WIEŚ,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,RENCISTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
22487,WIEŚ,PRACOWNIKÓW,RENCISTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,TAK,TAK,NIE,TAK,NIE,TAK,NIE,TAK,TAK,TAK,TAK,NIE,TAK,NIE,W ZŁOTYCH,,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,15.0,POPRAWIŁA SIĘ
22499,WIEŚ,EMERYTÓW,7.0,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
22514,WIEŚ,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
22561,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,35.0,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,17.0,POPRAWIŁA SIĘ
22563,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,,25.0,POGORSZYŁA SIĘ
22584,WIEŚ,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,UTRZ. SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,TAK,TAK,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
22657,WIEŚ,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,3.0,NIE ZMIENIŁA SIĘ
22658,WIEŚ,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
22668,WIEŚ,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 40 I 50 PROC.,CO NAJMNIEJ ROK,17.0,POPRAWIŁA SIĘ
22675,WIEŚ,PRACOWNIKÓW,EMERYTÓW,TRUDNO POWIEDZIEĆ,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,60.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,24.0,POPRAWIŁA SIĘ
22688,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,60.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
22710,WIEŚ,ROLNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,5.0,NIE ZMIENIŁA SIĘ
22720,WIEŚ,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,16.0,NIE ZMIENIŁA SIĘ
22736,WIEŚ,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,50.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,9.0,NIE ZMIENIŁA SIĘ
22748,M 20-100 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,70.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,17.0,NIE ZMIENIŁA SIĘ
22752,M 20-100 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,TAK,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,26.0,NIE ZMIENIŁA SIĘ
22765,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,55.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
22798,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,NIE,TAK,NIE,TAK,TAK,NIE,TAK,TAK,NIE,NIE,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 40 I 50 PROC.,CO NAJMNIEJ ROK,23.0,POGORSZYŁA SIĘ
22820,M 20-100 TYS.,UTRZYMUJĄCYCH SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,18.0,POGORSZYŁA SIĘ
22896,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,8.0,POPRAWIŁA SIĘ
22902,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,TAK,TAK,TAK,NIE,TAK,TAK,NIE,TAK,TAK,TAK,TAK,TAK,NIE,NIE,WE FRANKACH SZWAJCARSKICH,60.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,10.0,POGORSZYŁA SIĘ
22920,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,RENCISTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,8.0,NIE ZMIENIŁA SIĘ
22956,M 20-100 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,EMERYTÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,25.0,POGORSZYŁA SIĘ
23001,M 100-200 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,50.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,30.0,NIE ZMIENIŁA SIĘ
23012,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,22.0,NIE ZMIENIŁA SIĘ
23037,M 200-500 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,ROLNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W EURO,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,24.0,POGORSZYŁA SIĘ
23055,M 100-200 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,TAK,NIE,TAK,NIE,TAK,NIE,W ZŁOTYCH,15.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
23103,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,12.0,,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,27.0,POPRAWIŁA SIĘ
23141,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,20.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,3.0,POGORSZYŁA SIĘ
23155,M 200-500 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,12.0,NIE ZMIENIŁA SIĘ
23175,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,22.0,POGORSZYŁA SIĘ
23178,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,TAK,TAK,NIE,TAK,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
23189,M 20-100 TYS.,EMERYTÓW,PRACOWNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,50.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,24.0,POGORSZYŁA SIĘ
23192,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,NIE,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,5.0,NIE ZMIENIŁA SIĘ
23273,WIEŚ,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,UTRZ. SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,2.0,NIE ZMIENIŁA SIĘ
23321,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,TAK,NIE,NIE,TAK,NIE,NIE,TAK,NIE,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,33.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,9.0,NIE ZMIENIŁA SIĘ
23339,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,20.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,23.0,POGORSZYŁA SIĘ
23351,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,5.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
23358,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,TRUDNO POWIEDZIEĆ,TAK,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,18.0,NIE ZMIENIŁA SIĘ
23369,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
23372,M PONIŻEJ 20 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,50.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
23373,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,W ZŁOTYCH,5.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,24.0,NIE ZMIENIŁA SIĘ
23405,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,5.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 40 I 50 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
23460,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,TAK,TAK,TAK,NIE,NIE,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,TAK,W ZŁOTYCH,10.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
23471,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,TAK,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
23587,M 20-100 TYS.,PRACOWNIKÓW,ROLNIKÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,20.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,3.0,POGORSZYŁA SIĘ
23622,WIEŚ,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,EMERYTÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3-MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,NIE ZMIENIŁA SIĘ
23623,WIEŚ,PRACOWNIKÓW,EMERYTÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,TAK,NIE,TAK,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,W EURO,73.0,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,11.0,NIE ZMIENIŁA SIĘ
23624,WIEŚ,PRACUJĄCYCH NA WŁASNY RACHUNEK,UTRZ. SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,TAK,TAK,NIE,W ZŁOTYCH,20.0,,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,7.0,NIE ZMIENIŁA SIĘ
23626,WIEŚ,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,UTRZ. SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,20.0,,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,8.0,NIE ZMIENIŁA SIĘ
23661,M 20-100 TYS.,EMERYTÓW,7.0,,,,,,,,,,,,,,,,W ZŁOTYCH,50.0,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,3.0,NIE ZMIENIŁA SIĘ
23683,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
23724,M 500 TYS. +,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,TAK,TAK,TAK,NIE,TAK,NIE,NIE,TAK,TAK,NIE,TAK,TAK,NIE,NIE,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,21.0,POPRAWIŁA SIĘ
