league,player_id,salary,season,season_end,season_start,team
NBA,valenda01,130000,1991-92,1992,1991,Cleveland Cavaliers
NBA,valende01,2092200,2016-17,2017,2016,Chicago Bulls
NBA,valende01,2186400,2017-18,2018,2017,Chicago Bulls
NBA,vanexni01,1100000,1993-94,1994,1993,Los Angeles Lakers
NBA,vanexni01,1900000,1994-95,1995,1994,Los Angeles Lakers
NBA,vanexni01,1900000,1995-96,1996,1995,Los Angeles Lakers
NBA,vanexni01,1900000,1996-97,1997,1996,Los Angeles Lakers
NBA,vanexni01,1900000,1997-98,1998,1997,Los Angeles Lakers
NBA,vanexni01,1900000,1998-99,1999,1998,Denver Nuggets
NBA,vanexni01,8354614,1999-00,2000,1999,Denver Nuggets
NBA,vanexni01,9200000,2000-01,2001,2000,Denver Nuggets
NBA,vanexni01,10164642,2001-02,2002,2001,Denver Nuggets
NBA,vanexni01,11061234,2002-03,2003,2002,Dallas Mavericks
NBA,vanexni01,11956625,2003-04,2004,2003,Golden State Warriors
NBA,vanexni01,11933252,2004-05,2005,2004,Portland Trail Blazers
NBA,vanexni01,1138500,2005-06,2006,2005,San Antonio Spurs
NBA,vanhoke01,2655360,1997-98,1998,1997,New Jersey Nets
NBA,vanhoke01,3054000,1998-99,1999,1998,New Jersey Nets
NBA,vanhoke01,3451920,1999-00,2000,1999,New Jersey Nets
NBA,vanhoke01,9000000,2000-01,2001,2000,New Jersey Nets
NBA,vanhoke01,10865250,2001-02,2002,2001,New Jersey Nets
NBA,vanhoke01,12072500,2002-03,2003,2002,Philadelphia 76ers
NBA,vanhoke01,13279750,2003-04,2004,2003,New York Knicks
NBA,vanhoke01,14487000,2004-05,2005,2004,Milwaukee Bucks
NBA,vanhoke01,15694250,2005-06,2006,2005,Dallas Mavericks
NBA,vanhoke01,4300000,2007-08,2008,2007,New Jersey Nets
NBA,vandelo01,200000,1995-96,1996,1995,Los Angeles Clippers
NBA,vandeki01,755000,1984-85,1985,1984,Portland Trail Blazers
NBA,vandeki01,751750,1985-86,1986,1985,Portland Trail Blazers
NBA,vandeki01,961000,1987-88,1988,1987,Portland Trail Blazers
NBA,vandeki01,1054000,1988-89,1989,1988,Portland Trail Blazers
NBA,vandeki01,1025000,1990-91,1991,1990,New York Knicks
NBA,vandeki01,1020000,1991-92,1992,1991,New York Knicks
NBA,vandeki01,140000,1992-93,1993,1992,Los Angeles Clippers
NBA,vandeki01,150000,1993-94,1994,1993,Los Angeles Clippers
NBA,vanosni01,125000,1985-86,1986,1985,Phoenix Suns
NBA,vanvlfr01,543471,2016-17,2017,2016,Toronto Raptors
NBA,vanvlfr01,1312611,2017-18,2018,2017,Toronto Raptors
NBA,vardara01,332817,2001-02,2002,2001,Detroit Pistons
NBA,vardara01,124984,2002-03,2003,2002,Washington Wizards
NBA,varejan01,788000,2004-05,2005,2004,Cleveland Cavaliers
NBA,varejan01,866800,2005-06,2006,2005,Cleveland Cavaliers
NBA,varejan01,945600,2006-07,2007,2006,Cleveland Cavaliers
NBA,varejan01,5356000,2007-08,2008,2007,Cleveland Cavaliers
NBA,varejan01,5784480,2008-09,2009,2008,Cleveland Cavaliers
NBA,varejan01,6300000,2009-10,2010,2009,Cleveland Cavaliers
NBA,varejan01,7281818,2010-11,2011,2010,Cleveland Cavaliers
NBA,varejan01,7700000,2011-12,2012,2011,Cleveland Cavaliers
NBA,varejan01,8368182,2012-13,2013,2012,Cleveland Cavaliers
NBA,varejan01,9036364,2013-14,2014,2013,Cleveland Cavaliers
NBA,varejan01,9704595,2014-15,2015,2014,Cleveland Cavaliers
NBA,varejan01,9638554,2015-16,2016,2015,Portland Trail Blazers
NBA,varejan01,458575,2015-16,2016,2015,Golden State Warriors
NBA,varejan01,1984005,2016-17,2017,2016,Portland Trail Blazers
NBA,varejan01,1551659,2016-17,2017,2016,Golden State Warriors
NBA,varejan01,1913345,2017-18,2018,2017,Portland Trail Blazers
NBA,varnaja01,275805,2012-13,2013,2012,Miami Heat
NBA,varnaja01,33431,2012-13,2013,2012,Boston Celtics
NBA,varnaja01,788872,2013-14,2014,2013,Miami Heat
NBA,varnaja01,75000,2014-15,2015,2014,Philadelphia 76ers
NBA,vasqugr01,1035960,2010-11,2011,2010,Memphis Grizzlies
NBA,vasqugr01,1113600,2011-12,2012,2011,New Orleans Hornets
NBA,vasqugr01,1191240,2012-13,2013,2012,New Orleans Hornets
NBA,vasqugr01,2150188,2013-14,2014,2013,Sacramento Kings
NBA,vasqugr01,6400000,2014-15,2015,2014,Toronto Raptors
NBA,vasqugr01,6600000,2015-16,2016,2015,Milwaukee Bucks
NBA,vasqugr01,4347826,2016-17,2017,2016,Brooklyn Nets
NBA,vaughda02,534000,1995-96,1996,1995,Orlando Magic
NBA,vaughda02,614000,1996-97,1997,1996,Orlando Magic
NBA,vaughda02,693840,1997-98,1998,1997,Golden State Warriors
NBA,vaughda02,450000,1998-99,1999,1998,New Jersey Nets
NBA,vaughja01,601320,1997-98,1998,1997,Utah Jazz
NBA,vaughja01,691560,1998-99,1999,1998,Utah Jazz
NBA,vaughja01,781800,1999-00,2000,1999,Utah Jazz
NBA,vaughja01,1500000,2000-01,2001,2000,Utah Jazz
NBA,vaughja01,590850,2001-02,2002,2001,Atlanta Hawks
NBA,vaughja01,699935,2002-03,2003,2002,Orlando Magic
NBA,vaughja01,813679,2003-04,2004,2003,Atlanta Hawks
NBA,vaughja01,932546,2004-05,2005,2004,New Jersey Nets
NBA,vaughja01,1094550,2005-06,2006,2005,New Jersey Nets
NBA,vaughja01,1071225,2006-07,2007,2006,San Antonio Spurs
NBA,vaughja01,1219950,2007-08,2008,2007,San Antonio Spurs
NBA,vaughja01,1262275,2008-09,2009,2008,San Antonio Spurs
NBA,vaughra01,1733040,2015-16,2016,2015,Milwaukee Bucks
NBA,vaughra01,1811040,2016-17,2017,2016,Milwaukee Bucks
NBA,vaughra01,1889040,2017-18,2018,2017,New Orleans Pelicans
NBA,vaughra01,166258,2017-18,2018,2017,Orlando Magic
NBA,vaughlo01,825000,1990-91,1991,1990,Los Angeles Clippers
NBA,vaughlo01,1000000,1991-92,1992,1991,Los Angeles Clippers
NBA,vaughlo01,1100000,1992-93,1993,1992,Los Angeles Clippers
NBA,vaughlo01,1225000,1993-94,1994,1993,Los Angeles Clippers
NBA,vaughlo01,2750000,1994-95,1995,1994,Los Angeles Clippers
NBA,vaughlo01,3000000,1995-96,1996,1995,Los Angeles Clippers
NBA,vaughlo01,3100000,1996-97,1997,1996,Los Angeles Clippers
NBA,vaughlo01,3350000,1997-98,1998,1997,Los Angeles Clippers
NBA,vaughlo01,3830000,1998-99,1999,1998,Detroit Pistons
NBA,vaughlo01,4180000,1999-00,2000,1999,Detroit Pistons
NBA,vaughlo01,4812025,2000-01,2001,2000,Dallas Mavericks
NBA,vaughlo01,5222025,2001-02,2002,2001,Washington Wizards
NBA,vaughlo01,5364964,2002-03,2003,2002,Washington Wizards
NBA,verhope01,100000,1984-85,1985,1984,Kansas City Kings
NBA,verhope01,185000,1985-86,1986,1985,Golden State Warriors
NBA,veselja01,3065040,2011-12,2012,2011,Washington Wizards
NBA,veselja01,3294960,2012-13,2013,2012,Washington Wizards
NBA,veselja01,3340920,2013-14,2014,2013,Washington Wizards
NBA,vetragu01,275000,1992-93,1993,1992,Minnesota Timberwolves
NBA,vetragu01,300000,1993-94,1994,1993,Minnesota Timberwolves
NBA,villach01,2360880,2005-06,2006,2005,Toronto Raptors
NBA,villach01,2537880,2006-07,2007,2006,Milwaukee Bucks
NBA,villach01,2715000,2007-08,2008,2007,Milwaukee Bucks
NBA,villach01,3448050,2008-09,2009,2008,Milwaukee Bucks
NBA,villach01,6500000,2009-10,2010,2009,Detroit Pistons
NBA,villach01,7020000,2010-11,2011,2010,Detroit Pistons
NBA,villach01,7540000,2011-12,2012,2011,Detroit Pistons
NBA,villach01,8060000,2012-13,2013,2012,Detroit Pistons
NBA,villach01,8580000,2013-14,2014,2013,Detroit Pistons
NBA,villach01,1316809,2014-15,2015,2014,Dallas Mavericks
NBA,villach01,1499187,2015-16,2016,2015,Dallas Mavericks
NBA,vinceja01,250000,1984-85,1985,1984,Dallas Mavericks
NBA,vinceja01,275000,1985-86,1986,1985,Dallas Mavericks
NBA,vinceja01,415625,1987-88,1988,1987,Denver Nuggets
NBA,vinceja01,415600,1988-89,1989,1988,Denver Nuggets
NBA,vincesa01,87500,1985-86,1986,1985,Boston Celtics
NBA,vincesa01,392500,1987-88,1988,1987,Chicago Bulls
NBA,vincesa01,375000,1988-89,1989,1988,Chicago Bulls
NBA,vincesa01,980000,1990-91,1991,1990,Orlando Magic
NBA,vincesa01,1260000,1991-92,1992,1991,Orlando Magic
NBA,vincesa01,1510000,1992-93,1993,1992,Milwaukee Bucks
NBA,vincima01,412718,2006-07,2007,2006,New Orleans/Oklahoma City Hornets
NBA,vincima01,687456,2007-08,2008,2007,Memphis Grizzlies
NBA,vinsofr01,150000,1994-95,1995,1994,Atlanta Hawks
NBA,vinsofr01,485000,1999-00,2000,1999,Seattle SuperSonics
NBA,vocega01,100000,1988-89,1989,1988,Cleveland Cavaliers
NBA,volkoal01,650000,1990-91,1991,1990,Atlanta Hawks
NBA,volkoal01,675000,1991-92,1992,1991,Atlanta Hawks
NBA,vonleno01,2524200,2014-15,2015,2014,Charlotte Hornets
NBA,vonleno01,2637720,2015-16,2016,2015,Portland Trail Blazers
NBA,vonleno01,2751360,2016-17,2017,2016,Portland Trail Blazers
NBA,vonleno01,3505233,2017-18,2018,2017,Chicago Bulls
NBA,voskuja01,316969,2000-01,2001,2000,Chicago Bulls
NBA,voskuja01,465850,2001-02,2002,2001,Phoenix Suns
NBA,voskuja01,587435,2002-03,2003,2002,Phoenix Suns
NBA,voskuja01,1500000,2003-04,2004,2003,Phoenix Suns
NBA,voskuja01,1687500,2004-05,2005,2004,Phoenix Suns
NBA,voskuja01,1937500,2005-06,2006,2005,Charlotte Bobcats
NBA,voskuja01,2000000,2006-07,2007,2006,Charlotte Bobcats
NBA,voskuja01,3000000,2007-08,2008,2007,Milwaukee Bucks
NBA,voskuja01,826153,2008-09,2009,2008,Toronto Raptors
NBA,vraneda01,392000,1984-85,1985,1984,Seattle SuperSonics
NBA,vraneda01,400000,1985-86,1986,1985,Seattle SuperSonics
NBA,vraneda01,500000,1986-87,1987,1986,Philadelphia 76ers
NBA,vraneda01,517000,1987-88,1988,1987,Philadelphia 76ers
NBA,vranesl01,129768,2003-04,2004,2003,New York Knicks
NBA,vrankst01,222000,1990-91,1991,1990,Boston Celtics
NBA,vrankst01,665000,1991-92,1992,1991,Boston Celtics
NBA,vrankst01,831000,1992-93,1993,1992,Boston Celtics
NBA,vrankst01,831000,1993-94,1994,1993,Boston Celtics
NBA,vrankst01,831000,1994-95,1995,1994,Boston Celtics
NBA,vrankst01,2900000,1996-97,1997,1996,Minnesota Timberwolves
NBA,vrankst01,3580000,1997-98,1998,1997,Los Angeles Clippers
NBA,vrankst01,4060000,1998-99,1999,1998,Los Angeles Clippers
NBA,vromaja01,385277,2004-05,2005,2004,Phoenix Suns
NBA,vromaja01,682051,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
NBA,vucevni01,1645400,2011-12,2012,2011,Philadelphia 76ers
NBA,vucevni01,1768800,2012-13,2013,2012,Orlando Magic
NBA,vucevni01,1793520,2013-14,2014,2013,Orlando Magic
NBA,vucevni01,2751260,2014-15,2015,2014,Orlando Magic
NBA,vucevni01,11250000,2015-16,2016,2015,Orlando Magic
NBA,vucevni01,11750000,2016-17,2017,2016,Orlando Magic
NBA,vucevni01,12250000,2017-18,2018,2017,Orlando Magic
NBA,vujacsa01,846840,2004-05,2005,2004,Los Angeles Lakers
NBA,vujacsa01,910440,2005-06,2006,2005,Los Angeles Lakers
NBA,vujacsa01,973920,2006-07,2007,2006,Los Angeles Lakers
NBA,vujacsa01,1756951,2007-08,2008,2007,Los Angeles Lakers
NBA,vujacsa01,4524887,2008-09,2009,2008,Los Angeles Lakers
NBA,vujacsa01,5000000,2009-10,2010,2009,Los Angeles Lakers
NBA,vujacsa01,5475113,2010-11,2011,2010,New Jersey Nets
NBA,vujacsa01,1356146,2015-16,2016,2015,New York Knicks
NBA,vujacsa01,1410598,2016-17,2017,2016,New York Knicks
NBA,wadedw01,2636400,2003-04,2004,2003,Miami Heat
NBA,wadedw01,2834160,2004-05,2005,2004,Miami Heat
NBA,wadedw01,3031920,2005-06,2006,2005,Miami Heat
NBA,wadedw01,3841443,2006-07,2007,2006,Miami Heat
NBA,wadedw01,13041250,2007-08,2008,2007,Miami Heat
NBA,wadedw01,14410581,2008-09,2009,2008,Miami Heat
NBA,wadedw01,15779912,2009-10,2010,2009,Miami Heat
NBA,wadedw01,14200000,2010-11,2011,2010,Miami Heat
NBA,wadedw01,15691000,2011-12,2012,2011,Miami Heat
NBA,wadedw01,17182000,2012-13,2013,2012,Miami Heat
NBA,wadedw01,18673000,2013-14,2014,2013,Miami Heat
NBA,wadedw01,15000000,2014-15,2015,2014,Miami Heat
NBA,wadedw01,20000000,2015-16,2016,2015,Miami Heat
NBA,wadedw01,23200000,2016-17,2017,2016,Chicago Bulls
NBA,wadedw01,15550000,2017-18,2018,2017,Chicago Bulls
NBA,wadedw01,1471382,2017-18,2018,2017,Miami Heat
NBA,wafervo01,398762,2005-06,2006,2005,Los Angeles Lakers
NBA,wafervo01,24300,2006-07,2007,2006,Los Angeles Clippers
NBA,wafervo01,770610,2007-08,2008,2007,Portland Trail Blazers
NBA,wafervo01,826269,2008-09,2009,2008,Houston Rockets
NBA,wafervo01,915852,2010-11,2011,2010,Boston Celtics
NBA,wagneda02,2298840,2002-03,2003,2002,Cleveland Cavaliers
NBA,wagneda02,2471280,2003-04,2004,2003,Cleveland Cavaliers
NBA,wagneda02,2643600,2004-05,2005,2004,Cleveland Cavaliers
NBA,wagneda02,771331,2006-07,2007,2006,Golden State Warriors
NBA,wagnemi01,75000,1987-88,1988,1987,Los Angeles Lakers
NBA,waitedi01,3726600,2012-13,2013,2012,Cleveland Cavaliers
NBA,waitedi01,3894240,2013-14,2014,2013,Cleveland Cavaliers
NBA,waitedi01,4062000,2014-15,2015,2014,Oklahoma City Thunder
NBA,waitedi01,5138430,2015-16,2016,2015,Oklahoma City Thunder
NBA,waitedi01,2898000,2016-17,2017,2016,Miami Heat
NBA,waitedi01,11000000,2017-18,2018,2017,Miami Heat
NBA,waitegr01,100000,1984-85,1985,1984,Indiana Pacers
NBA,waitegr01,125000,1985-86,1986,1985,Houston Rockets
NBA,waitegr01,100000,1987-88,1988,1987,Chicago Bulls
NBA,walkean02,1620000,1996-97,1997,1996,Boston Celtics
NBA,walkean02,1864080,1997-98,1998,1997,Boston Celtics
NBA,walkean02,2107000,1998-99,1999,1998,Boston Celtics
NBA,walkean02,9000000,1999-00,2000,1999,Boston Celtics
NBA,walkean02,10130000,2000-01,2001,2000,Boston Celtics
NBA,walkean02,11250000,2001-02,2002,2001,Boston Celtics
NBA,walkean02,12375000,2002-03,2003,2002,Boston Celtics
NBA,walkean02,13500000,2003-04,2004,2003,Dallas Mavericks
NBA,walkean02,14625000,2004-05,2005,2004,Atlanta Hawks
NBA,walkean02,6880000,2005-06,2006,2005,Miami Heat
NBA,walkean02,7606820,2006-07,2007,2006,Miami Heat
NBA,walkean02,8329640,2007-08,2008,2007,Minnesota Timberwolves
NBA,walkean02,8854475,2008-09,2009,2008,Memphis Grizzlies
NBA,walkeda01,230000,1984-85,1985,1984,New York Knicks
NBA,walkeda01,265000,1985-86,1986,1985,New York Knicks
NBA,walkeda01,400000,1987-88,1988,1987,Washington Bullets
NBA,walkeda01,450000,1988-89,1989,1988,Washington Bullets
NBA,walkeda01,610000,1990-91,1991,1990,Washington Bullets
NBA,walkeda01,665000,1991-92,1992,1991,Detroit Pistons
NBA,walkeda01,735000,1992-93,1993,1992,Detroit Pistons
NBA,walkebi01,542114,2008-09,2009,2008,Boston Celtics
NBA,walkebi01,736420,2009-10,2010,2009,New York Knicks
NBA,walkebi01,854389,2010-11,2011,2010,New York Knicks
NBA,walkebi01,115422,2014-15,2015,2014,Miami Heat
NBA,walkeke02,2356320,2011-12,2012,2011,Charlotte Bobcats
NBA,walkeke02,2532960,2012-13,2013,2012,Charlotte Bobcats
NBA,walkeke02,2568360,2013-14,2014,2013,Charlotte Bobcats
NBA,walkeke02,3272091,2014-15,2015,2014,Charlotte Hornets
NBA,walkeke02,12000000,2015-16,2016,2015,Charlotte Hornets
NBA,walkeke02,12000000,2016-17,2017,2016,Charlotte Hornets
NBA,walkeke02,12000000,2017-18,2018,2017,Charlotte Hornets
NBA,walkeke01,575000,1987-88,1988,1987,New York Knicks
NBA,walkeke01,660000,1988-89,1989,1988,New York Knicks
NBA,walkeke01,875000,1990-91,1991,1990,New York Knicks
NBA,walkeke01,400000,1993-94,1994,1993,Washington Bullets
NBA,walkeke01,150000,1994-95,1995,1994,Washington Bullets
NBA,walkesa01,1246000,1996-97,1997,1996,Dallas Mavericks
NBA,walkesa01,1433040,1997-98,1998,1997,Dallas Mavericks
NBA,walkesa01,1619880,1998-99,1999,1998,Dallas Mavericks
NBA,walkesa01,2716667,1999-00,2000,1999,San Antonio Spurs
NBA,walkesa01,2960000,2000-01,2001,2000,San Antonio Spurs
NBA,walkesa01,1400000,2001-02,2002,2001,Los Angeles Lakers
NBA,walkesa01,1540000,2002-03,2003,2002,Los Angeles Lakers
NBA,walkesa01,1700000,2003-04,2004,2003,Miami Heat
NBA,walkesa01,995046,2004-05,2005,2004,Washington Wizards
NBA,walkesa01,364223,2005-06,2006,2005,Indiana Pacers
NBA,walljo01,5144280,2010-11,2011,2010,Washington Wizards
NBA,walljo01,5530080,2011-12,2012,2011,Washington Wizards
NBA,walljo01,5915880,2012-13,2013,2012,Washington Wizards
NBA,walljo01,7459925,2013-14,2014,2013,Washington Wizards
NBA,walljo01,14746000,2014-15,2015,2014,Washington Wizards
NBA,walljo01,15851950,2015-16,2016,2015,Washington Wizards
NBA,walljo01,16957900,2016-17,2017,2016,Washington Wizards
NBA,walljo01,18063850,2017-18,2018,2017,Washington Wizards
NBA,wallabe01,247500,1996-97,1997,1996,Washington Bullets
NBA,wallabe01,326700,1997-98,1998,1997,Washington Wizards
NBA,wallabe01,800000,1998-99,1999,1998,Washington Wizards
NBA,wallabe01,893750,1999-00,2000,1999,Orlando Magic
NBA,wallabe01,4000000,2000-01,2001,2000,Detroit Pistons
NBA,wallabe01,4700000,2001-02,2002,2001,Detroit Pistons
NBA,wallabe01,5200000,2002-03,2003,2002,Detroit Pistons
NBA,wallabe01,5500000,2003-04,2004,2003,Detroit Pistons
NBA,wallabe01,7000000,2004-05,2005,2004,Detroit Pistons
NBA,wallabe01,7500000,2005-06,2006,2005,Detroit Pistons
NBA,wallabe01,16000000,2006-07,2007,2006,Chicago Bulls
NBA,wallabe01,15500000,2007-08,2008,2007,Cleveland Cavaliers
NBA,wallabe01,14500000,2008-09,2009,2008,Cleveland Cavaliers
NBA,wallabe01,1306445,2009-10,2010,2009,Detroit Pistons
NBA,wallabe01,2080000,2010-11,2011,2010,Detroit Pistons
NBA,wallabe01,2246400,2011-12,2012,2011,Detroit Pistons
NBA,wallage01,797880,2001-02,2002,2001,Sacramento Kings
NBA,wallage01,857760,2002-03,2003,2002,Sacramento Kings
NBA,wallage01,917520,2003-04,2004,2003,Sacramento Kings
NBA,wallage01,1652453,2004-05,2005,2004,Charlotte Bobcats
NBA,wallage01,5000000,2005-06,2006,2005,Charlotte Bobcats
NBA,wallage01,5525000,2006-07,2007,2006,Charlotte Bobcats
NBA,wallage01,9500000,2007-08,2008,2007,Charlotte Bobcats
NBA,wallage01,9500000,2008-09,2009,2008,Charlotte Bobcats
NBA,wallage01,9075000,2009-10,2010,2009,Charlotte Bobcats
NBA,wallage01,10500000,2010-11,2011,2010,Portland Trail Blazers
NBA,wallage01,9500000,2011-12,2012,2011,Portland Trail Blazers
NBA,wallage01,9682435,2012-13,2013,2012,Brooklyn Nets
NBA,wallage01,10105855,2013-14,2014,2013,Boston Celtics
NBA,wallage01,10105855,2014-15,2015,2014,Boston Celtics
NBA,wallage01,10105855,2015-16,2016,2015,Philadelphia 76ers
NBA,wallajo01,785000,1996-97,1997,1996,New York Knicks
NBA,wallajo01,903120,1997-98,1998,1997,Toronto Raptors
NBA,wallajo01,1021000,1998-99,1999,1998,Toronto Raptors
NBA,wallajo01,2000000,1999-00,2000,1999,New York Knicks
NBA,wallajo01,2200000,2000-01,2001,2000,Detroit Pistons
NBA,wallajo01,2630000,2001-02,2002,2001,Phoenix Suns
NBA,wallajo01,813679,2003-04,2004,2003,Miami Heat
NBA,wallara01,1493000,1995-96,1996,1995,Washington Bullets
NBA,wallara01,2060000,1996-97,1997,1996,Portland Trail Blazers
NBA,wallara01,2329080,1997-98,1998,1997,Portland Trail Blazers
NBA,wallara01,9000000,1998-99,1999,1998,Portland Trail Blazers
NBA,wallara01,10800000,1999-00,2000,1999,Portland Trail Blazers
NBA,wallara01,12600000,2000-01,2001,2000,Portland Trail Blazers
NBA,wallara01,14400000,2001-02,2002,2001,Portland Trail Blazers
NBA,wallara01,16200000,2002-03,2003,2002,Portland Trail Blazers
NBA,wallara01,17000000,2003-04,2004,2003,Portland Trail Blazers
NBA,wallara01,9720000,2004-05,2005,2004,Detroit Pistons
NBA,wallara01,10860000,2005-06,2006,2005,Detroit Pistons
NBA,wallara01,11650000,2006-07,2007,2006,Detroit Pistons
NBA,wallara01,12540000,2007-08,2008,2007,Detroit Pistons
NBA,wallara01,13930000,2008-09,2009,2008,Detroit Pistons
NBA,wallara01,5854000,2009-10,2010,2009,Boston Celtics
NBA,wallara01,6322320,2010-11,2011,2010,Boston Celtics
NBA,wallara01,1352181,2012-13,2013,2012,New York Knicks
NBA,princta02,2318280,2016-17,2017,2016,Atlanta Hawks
NBA,princta02,2422560,2017-18,2018,2017,Atlanta Hawks
NBA,walshma01,38904,2005-06,2006,2005,Miami Heat
NBA,waltere01,650000,1993-94,1994,1993,New Jersey Nets
NBA,waltere01,845000,1994-95,1995,1994,New Jersey Nets
NBA,waltere01,1040000,1995-96,1996,1995,Philadelphia 76ers
NBA,waltere01,1235000,1996-97,1997,1996,Philadelphia 76ers
NBA,waltere01,1430000,1997-98,1998,1997,Philadelphia 76ers
NBA,waltere01,1625000,1998-99,1999,1998,Philadelphia 76ers
NBA,waltere01,537500,1998-99,1999,1998,Miami Heat
NBA,waltere01,1100000,1999-00,2000,1999,Miami Heat
NBA,waltobi01,1350000,1984-85,1985,1984,Los Angeles Clippers
NBA,waltobi01,425000,1985-86,1986,1985,Boston Celtics
NBA,waltobi01,425000,1986-87,1987,1986,Boston Celtics
NBA,waltobi01,425000,1987-88,1988,1987,Boston Celtics
NBA,waltolu01,366931,2003-04,2004,2003,Los Angeles Lakers
NBA,waltolu01,620046,2004-05,2005,2004,Los Angeles Lakers
NBA,waltolu01,1250000,2005-06,2006,2005,Los Angeles Lakers
NBA,waltolu01,1375000,2006-07,2007,2006,Los Angeles Lakers
NBA,waltolu01,4000000,2007-08,2008,2007,Los Angeles Lakers
NBA,waltolu01,4420000,2008-09,2009,2008,Los Angeles Lakers
NBA,waltolu01,4840000,2009-10,2010,2009,Los Angeles Lakers
NBA,waltolu01,5260000,2010-11,2011,2010,Los Angeles Lakers
NBA,waltolu01,5680000,2011-12,2012,2011,Los Angeles Lakers
NBA,waltolu01,6091363,2012-13,2013,2012,Cleveland Cavaliers
NBA,wardch01,555000,1994-95,1995,1994,New York Knicks
NBA,wardch01,722000,1995-96,1996,1995,New York Knicks
NBA,wardch01,888000,1996-97,1997,1996,New York Knicks
NBA,wardch01,1054500,1997-98,1998,1997,New York Knicks
NBA,wardch01,1221000,1998-99,1999,1998,New York Knicks
NBA,wardch01,4540000,1999-00,2000,1999,New York Knicks
NBA,wardch01,5040000,2000-01,2001,2000,New York Knicks
NBA,wardch01,5110000,2001-02,2002,2001,New York Knicks
NBA,wardch01,5570000,2002-03,2003,2002,New York Knicks
NBA,wardch01,6030000,2003-04,2004,2003,New York Knicks
NBA,wardch01,1700000,2004-05,2005,2004,Houston Rockets
NBA,wardch01,1870000,2005-06,2006,2005,Houston Rockets
NBA,warneja01,20000,2016-17,2017,2016,Dallas Mavericks
NBA,warneja01,46080,2017-18,2018,2017,Dallas Mavericks
NBA,warretj01,1953120,2014-15,2015,2014,Phoenix Suns
NBA,warretj01,2041080,2015-16,2016,2015,Phoenix Suns
NBA,warretj01,2128920,2016-17,2017,2016,Phoenix Suns
NBA,warretj01,3152931,2017-18,2018,2017,Phoenix Suns
NBA,warrewi01,500000,2010-11,2011,2010,Los Angeles Clippers
NBA,warribr01,110000,1984-85,1985,1984,Los Angeles Clippers
NBA,warriha01,1196520,2005-06,2006,2005,Memphis Grizzlies
NBA,warriha01,1286280,2006-07,2007,2006,Memphis Grizzlies
NBA,warriha01,1376040,2007-08,2008,2007,Memphis Grizzlies
NBA,warriha01,2119102,2008-09,2009,2008,Memphis Grizzlies
NBA,warriha01,3000000,2009-10,2010,2009,Chicago Bulls
NBA,warriha01,4250000,2010-11,2011,2010,Phoenix Suns
NBA,warriha01,4000000,2011-12,2012,2011,Phoenix Suns
NBA,warriha01,4000000,2012-13,2013,2012,Orlando Magic
NBA,washbch01,777200,1987-88,1988,1987,Atlanta Hawks
NBA,washbch01,480000,1988-89,1989,1988,Atlanta Hawks
NBA,washida01,154847,2007-08,2008,2007,San Antonio Spurs
NBA,washidu01,75000,1987-88,1988,1987,New Jersey Nets
NBA,washier01,242000,1997-98,1998,1997,Denver Nuggets
